NOC,Event,Influence
FRA,Rowing Men's Lightweight Coxless Fours,0.006993006993006993
FRA,Rowing Men's Lightweight Double Sculls,0.01048951048951049
FRA,"Shooting Men's Air Pistol, 10 metres",0.0034965034965034965
FRA,Shooting Women's Trap,0.006993006993006993
FRA,Swimming Women's 200 metres Backstroke,0.0034965034965034965
FRA,Synchronized Swimming Women's Duet,0.0034965034965034965
FRA,Table Tennis Men's Doubles,0.0034965034965034965
FRA,Taekwondo Men's Heavyweight,0.006993006993006993
FRA,Tennis Men's Singles,0.0034965034965034965
GBR,Athletics Men's 200 metres,0.00273224043715847
GBR,Athletics Men's Javelin Throw,0.00273224043715847
GBR,Athletics Men's Triple Jump,0.00546448087431694
GBR,Athletics Women's 400 metres,0.00819672131147541
GBR,Athletics Women's 800 metres,0.00546448087431694
GBR,Athletics Women's Heptathlon,0.01092896174863388
GBR,Badminton Mixed Doubles,0.00546448087431694
GBR,Boxing Men's Super-Heavyweight,0.01092896174863388
GBR,"Canoeing Men's Kayak Singles, 1,000 metres",0.00546448087431694
GBR,"Canoeing Men's Kayak Singles, Slalom",0.00819672131147541
GBR,"Cycling Men's 1,000 metres Time Trial",0.00546448087431694
GBR,"Cycling Men's Team Pursuit, 4,000 metres",0.01366120218579235
GBR,Cycling Men's Team Sprint,0.01092896174863388
GBR,"Cycling Women's Individual Pursuit, 3,000 metres",0.00819672131147541
GBR,"Equestrianism Mixed Three-Day Event, Team",0.01092896174863388
GBR,Judo Women's Middleweight,0.00546448087431694
GBR,Modern Pentathlon Women's Individual,0.01366120218579235
GBR,Rowing Men's Coxed Eights,0.01092896174863388
GBR,Rowing Men's Coxless Fours,0.01366120218579235
GBR,Rowing Women's Quadruple Sculls,0.00819672131147541
GBR,Sailing Men's One Person Dinghy,0.00819672131147541
GBR,Sailing Mixed One Person Dinghy,0.00546448087431694
GBR,Sailing Mixed Skiff,0.00546448087431694
GBR,Sailing Mixed Two Person Keelboat,0.00273224043715847
GBR,Sailing Women's One Person Dinghy,0.00273224043715847
GBR,Shooting Men's Double Trap,0.00819672131147541
GBR,Shooting Men's Trap,0.00546448087431694
GEO,Boxing Men's Heavyweight,0.022222222222222223
GEO,Judo Men's Half-Lightweight,0.044444444444444446
GEO,Weightlifting Men's Light-Heavyweight,0.044444444444444446
GEO,"Wrestling Men's Heavyweight, Freestyle",0.06666666666666667
GEO,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.022222222222222223
GEO,"Wrestling Men's Lightweight, Greco-Roman",0.044444444444444446
GER,Archery Women's Team,0.0033333333333333335
GER,Athletics Men's 800 metres,0.0033333333333333335
GER,Athletics Men's Discus Throw,0.013333333333333334
GER,Athletics Women's Hammer Throw,0.006666666666666667
GER,Athletics Women's Long Jump,0.0033333333333333335
GER,Athletics Women's Shot Put,0.006666666666666667
GER,Beach Volleyball Men's Beach Volleyball,0.006666666666666667
GER,Boxing Men's Heavyweight,0.0033333333333333335
GER,"Canoeing Men's Canadian Doubles, 1,000 metres",0.016666666666666666
GER,"Canoeing Men's Canadian Singles, 1,000 metres",0.013333333333333334
GER,"Canoeing Men's Canadian Singles, 500 metres",0.006666666666666667
GER,"Canoeing Men's Kayak Doubles, 500 metres",0.01
GER,"Canoeing Men's Kayak Fours, 1,000 metres",0.013333333333333334
GER,"Canoeing Men's Kayak Singles, Slalom",0.01
GER,"Canoeing Women's Kayak Doubles, 500 metres",0.013333333333333334
GER,"Canoeing Women's Kayak Fours, 500 metres",0.016666666666666666
GER,"Cycling Men's 1,000 metres Time Trial",0.006666666666666667
GER,"Cycling Men's Individual Pursuit, 4,000 metres",0.006666666666666667
GER,Cycling Men's Individual Time Trial,0.006666666666666667
GER,Cycling Men's Keirin,0.006666666666666667
GER,"Cycling Men's Road Race, Individual",0.006666666666666667
GER,Cycling Men's Sprint,0.006666666666666667
GER,"Cycling Men's Team Pursuit, 4,000 metres",0.0033333333333333335
GER,"Cycling Women's Road Race, Individual",0.006666666666666667
GER,Diving Men's Synchronized Platform,0.006666666666666667
GER,Diving Women's Springboard,0.0033333333333333335
GER,"Equestrianism Mixed Dressage, Individual",0.023333333333333334
GER,"Equestrianism Mixed Dressage, Team",0.016666666666666666
GER,"Equestrianism Mixed Jumping, Team",0.01
GER,"Fencing Men's Foil, Individual",0.006666666666666667
GER,"Fencing Men's Sabre, Individual",0.0033333333333333335
GER,"Fencing Men's Sabre, Team",0.0033333333333333335
GER,"Fencing Women's Foil, Individual",0.0033333333333333335
GER,"Fencing Women's Foil, Team",0.0033333333333333335
GER,Football Women's Football,0.013333333333333334
GER,Judo Women's Extra-Lightweight,0.006666666666666667
GER,Rowing Men's Quadruple Sculls,0.01
GER,Rowing Men's Single Sculls,0.0033333333333333335
GER,Rowing Women's Double Sculls,0.01
GER,Rowing Women's Lightweight Double Sculls,0.006666666666666667
GER,Rowing Women's Quadruple Sculls,0.016666666666666666
GER,Rowing Women's Single Sculls,0.006666666666666667
GER,Sailing Mixed Multihull,0.0033333333333333335
GER,Sailing Mixed Three Person Keelboat,0.0033333333333333335
GER,Sailing Women's Windsurfer,0.0033333333333333335
GER,Swimming Men's 100 metres Backstroke,0.0033333333333333335
GER,Swimming Men's 4 x 100 metres Medley Relay,0.006666666666666667
GER,Swimming Women's 4 x 200 metres Freestyle Relay,0.006666666666666667
GER,Taekwondo Men's Welterweight,0.0033333333333333335
GER,Tennis Men's Singles,0.0033333333333333335
GER,Triathlon Men's Olympic Distance,0.006666666666666667
GER,Weightlifting Men's Light-Heavyweight,0.0033333333333333335
GER,Weightlifting Men's Super-Heavyweight,0.006666666666666667
GRE,Athletics Men's 200 metres,0.018867924528301886
GRE,Athletics Women's 100 metres,0.018867924528301886
GRE,Athletics Women's Discus Throw,0.03773584905660377
GRE,Athletics Women's Javelin Throw,0.03773584905660377
GRE,Gymnastics Men's Rings,0.05660377358490566
GRE,Rhythmic Gymnastics Women's Group,0.018867924528301886
GRE,Taekwondo Men's Flyweight,0.018867924528301886
GRE,Weightlifting Men's Featherweight,0.018867924528301886
GRE,Weightlifting Men's Light-Heavyweight,0.03773584905660377
GRE,Weightlifting Men's Middle-Heavyweight,0.018867924528301886
GRE,Weightlifting Men's Middleweight,0.018867924528301886
GRE,Weightlifting Women's Middleweight,0.018867924528301886
GRE,"Wrestling Men's Bantamweight, Freestyle",0.018867924528301886
HUN,Boxing Men's Middleweight,0.008695652173913044
HUN,"Canoeing Men's Canadian Doubles, 500 metres",0.008695652173913044
HUN,"Canoeing Men's Canadian Singles, 500 metres",0.008695652173913044
HUN,"Canoeing Men's Kayak Doubles, 1,000 metres",0.017391304347826087
HUN,"Canoeing Men's Kayak Doubles, 500 metres",0.008695652173913044
HUN,"Canoeing Men's Kayak Fours, 1,000 metres",0.02608695652173913
HUN,"Canoeing Women's Kayak Doubles, 500 metres",0.043478260869565216
HUN,"Canoeing Women's Kayak Fours, 500 metres",0.043478260869565216
HUN,"Fencing Women's epee, Individual",0.034782608695652174
HUN,Gymnastics Men's Rings,0.008695652173913044
HUN,Handball Women's Handball,0.008695652173913044
HUN,Modern Pentathlon Men's Individual,0.017391304347826087
HUN,Shooting Women's Skeet,0.017391304347826087
HUN,Swimming Women's 200 metres Breaststroke,0.008695652173913044
HUN,Water Polo Men's Water Polo,0.02608695652173913
HUN,Weightlifting Women's Light-Heavyweight,0.017391304347826087
HUN,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.017391304347826087
INA,Badminton Men's Doubles,0.10714285714285714
INA,Badminton Men's Singles,0.10714285714285714
INA,Badminton Mixed Doubles,0.10714285714285714
INA,Weightlifting Women's Featherweight,0.07142857142857142
INA,Weightlifting Women's Flyweight,0.10714285714285714
IND,Weightlifting Women's Light-Heavyweight,0.038461538461538464
IRI,Taekwondo Men's Featherweight,0.058823529411764705
IRI,Weightlifting Men's Heavyweight,0.0392156862745098
IRI,Weightlifting Men's Super-Heavyweight,0.0784313725490196
IRI,"Wrestling Men's Featherweight, Freestyle",0.0392156862745098
IRL,"Athletics Women's 5,000 metres",0.05
ISL,Athletics Women's Pole Vault,0.5
ISR,"Canoeing Men's Kayak Singles, 500 metres",0.058823529411764705
ITA,Archery Men's Team,0.013333333333333334
ITA,Athletics Men's Hammer Throw,0.0044444444444444444
ITA,Athletics Women's Long Jump,0.0044444444444444444
ITA,Boxing Men's Super-Heavyweight,0.017777777777777778
ITA,"Canoeing Men's Kayak Doubles, 1,000 metres",0.013333333333333334
ITA,"Canoeing Men's Kayak Singles, Slalom",0.008888888888888889
ITA,"Canoeing Women's Kayak Singles, 500 metres",0.013333333333333334
ITA,Cycling Men's Madison,0.0044444444444444444
ITA,"Cycling Women's Mountainbike, Cross-Country",0.0044444444444444444
ITA,Cycling Women's Points Race,0.0044444444444444444
ITA,"Fencing Men's epee, Team",0.013333333333333334
ITA,"Fencing Men's Foil, Team",0.013333333333333334
ITA,"Fencing Women's Foil, Individual",0.044444444444444446
ITA,"Fencing Women's Foil, Team",0.013333333333333334
ITA,Judo Men's Half-Lightweight,0.008888888888888889
ITA,Judo Men's Lightweight,0.0044444444444444444
ITA,Judo Women's Half-Heavyweight,0.008888888888888889
ITA,Judo Women's Middleweight,0.0044444444444444444
ITA,Rowing Men's Coxless Fours,0.013333333333333334
ITA,Rowing Men's Double Sculls,0.013333333333333334
ITA,Rowing Men's Lightweight Double Sculls,0.0044444444444444444
ITA,Rowing Men's Quadruple Sculls,0.008888888888888889
ITA,Sailing Men's One Person Dinghy,0.008888888888888889
ITA,Sailing Women's Windsurfer,0.013333333333333334
ITA,Shooting Men's Trap,0.022222222222222223
ITA,Shooting Women's Double Trap,0.0044444444444444444
ITA,Swimming Men's 100 metres Breaststroke,0.0044444444444444444
ITA,Swimming Men's 200 metres Breaststroke,0.008888888888888889
ITA,Swimming Men's 200 metres Freestyle,0.0044444444444444444
ITA,Swimming Men's 200 metres Individual Medley,0.0044444444444444444
ITA,Swimming Men's 400 metres Freestyle,0.008888888888888889
ITA,Volleyball Men's Volleyball,0.017777777777777778
JAM,Athletics Men's 4 x 400 metres Relay,0.03278688524590164
JAM,Athletics Men's 400 metres,0.01639344262295082
JAM,Athletics Women's 100 metres,0.14754098360655737
JAM,Athletics Women's 200 metres,0.09836065573770492
JAM,Athletics Women's 4 x 100 metres Relay,0.06557377049180328
JAM,Athletics Women's 4 x 400 metres Relay,0.08196721311475409
JAM,Athletics Women's 400 metres,0.04918032786885246
JAM,Athletics Women's 400 metres Hurdles,0.03278688524590164
JPN,Athletics Women's Marathon,0.007633587786259542
JPN,Judo Men's Extra-Lightweight,0.015267175572519083
JPN,Judo Men's Half-Heavyweight,0.007633587786259542
JPN,Judo Men's Half-Middleweight,0.007633587786259542
JPN,Judo Men's Heavyweight,0.015267175572519083
JPN,Judo Women's Extra-Lightweight,0.015267175572519083
JPN,Judo Women's Half-Lightweight,0.015267175572519083
JPN,Judo Women's Heavyweight,0.019083969465648856
JPN,Judo Women's Lightweight,0.011450381679389313
JPN,Softball Women's Softball,0.011450381679389313
JPN,Swimming Women's 100 metres Backstroke,0.007633587786259542
JPN,Swimming Women's 200 metres Backstroke,0.011450381679389313
JPN,Swimming Women's 4 x 100 metres Medley Relay,0.007633587786259542
